Id,MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
134,20,Sawyer,5,1968,1993,Plywood,Plywood,None,TA,CBlock,TA,No,Rec,1461,Gd,1721,1721,TA,TA,Attchd,1968.0,RFn,2,440,WD,Normal,180000
135,20,NWAmes,7,1970,1970,Plywood,Plywood,BrkFace,TA,PConc,TA,No,Unf,1304,Gd,1682,1682,TA,Gd,Attchd,1970.0,Unf,2,530,WD,Normal,174000
136,20,NAmes,5,1967,1967,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,BLQ,1214,TA,1214,1214,TA,Fa,Attchd,1967.0,RFn,1,318,WD,Normal,143000
137,90,Mitchel,7,1988,1989,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,No,Unf,1907,Gd,1959,1959,TA,NoFireplace,2Types,1989.0,Unf,3,766,WD,Family,171000
138,60,CollgCr,8,1999,2000,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Mn,GLQ,1004,Ex,1004,1852,Gd,TA,Attchd,1999.0,Fin,3,660,WD,Normal,230000
139,60,CollgCr,6,1997,1997,VinylSd,VinylSd,None,TA,PConc,Gd,No,GLQ,928,Ex,928,1764,Gd,NoFireplace,Attchd,1997.0,RFn,2,470,WD,Normal,231500
140,20,NAmes,4,1971,1971,HdBoard,HdBoard,None,TA,CBlock,TA,No,ALQ,864,TA,864,864,TA,Po,NoGarage,,NoGarage,0,0,ConLI,Normal,115000
141,20,CollgCr,7,2005,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,GLQ,1734,Ex,1734,1734,Gd,NoFireplace,Attchd,2005.0,Fin,2,660,WD,Normal,260000
142,50,NAmes,5,1952,1952,BrkFace,Wd Sdng,None,TA,CBlock,TA,No,Rec,910,Fa,910,1385,TA,NoFireplace,Detchd,2000.0,Unf,2,720,WD,Normal,166000
143,20,CollgCr,7,1999,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Gd,GLQ,1490,Ex,1501,1501,Gd,NoFireplace,Attchd,1999.0,RFn,2,577,WD,Normal,204000
144,90,Sawyer,5,1963,1963,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Rec,1728,TA,1728,1728,TA,NoFireplace,Detchd,1963.0,Unf,2,504,ConLI,Abnorml,125000
145,160,Edwards,6,2004,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,970,Ex,970,1709,Gd,NoFireplace,Detchd,2004.0,Unf,2,380,WD,Normal,130000
146,30,BrkSide,5,1931,1993,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,BLQ,715,TA,875,875,TA,NoFireplace,Detchd,1931.0,Unf,1,180,WD,Normal,105000
147,60,Gilbert,7,2001,2001,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,884,Ex,884,2035,Gd,Gd,BuiltIn,2001.0,Fin,2,434,WD,Normal,222500
148,20,SawyerW,7,2004,2005,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,No,GLQ,1080,Ex,1080,1080,Gd,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,141000
149,50,BrkSide,5,1936,1950,MetalSd,MetalSd,None,TA,BrkTil,Gd,No,Unf,896,Gd,896,1344,TA,NoFireplace,Detchd,1936.0,Unf,1,240,WD,Normal,115000
150,20,CollgCr,5,1975,1975,HdBoard,HdBoard,None,TA,CBlock,TA,Av,BLQ,969,TA,969,969,TA,NoFireplace,Attchd,1975.0,Unf,2,440,WD,Normal,122000
151,20,NridgHt,8,2007,2008,VinylSd,VinylSd,Stone,Gd,PConc,Ex,Gd,GLQ,1710,Ex,1710,1710,Gd,Gd,Attchd,2007.0,RFn,3,866,New,Partial,372402
152,60,NWAmes,6,1971,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Rec,825,Gd,1097,1993,TA,Gd,Attchd,1971.0,RFn,2,495,WD,Normal,190000
153,20,ClearCr,6,1960,1975,BrkFace,Plywood,None,TA,CBlock,Gd,Gd,BLQ,1602,Gd,1252,1252,TA,Gd,Attchd,1960.0,RFn,2,564,WD,Normal,235000
154,30,OldTown,6,1923,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,1200,TA,1200,1200,TA,NoFireplace,Detchd,1923.0,Unf,1,312,WD,Family,125000
155,50,Edwards,6,1924,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,572,Fa,572,1096,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,79000
156,20,NAmes,5,1950,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,0,TA,1040,1040,TA,NoFireplace,Detchd,1950.0,Unf,2,625,WD,Normal,109500
157,60,Timber,8,2009,2010,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,No,Unf,774,Ex,774,1968,Ex,Gd,BuiltIn,2009.0,Fin,3,680,New,Partial,269500
158,60,Somerst,7,2004,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,991,Ex,991,1947,Gd,Gd,Attchd,2004.0,RFn,2,678,WD,Normal,254900
159,60,Gilbert,7,2005,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Mn,GLQ,1392,Ex,1392,2462,Gd,Gd,Attchd,2006.0,RFn,2,576,New,Partial,320000
160,20,Veenker,6,1984,1984,Plywood,Plywood,None,TA,PConc,Gd,No,BLQ,1232,TA,1232,1232,TA,NoFireplace,Attchd,1984.0,Unf,2,516,WD,Normal,162500
161,60,NridgHt,9,2003,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Av,GLQ,1572,Ex,1572,2668,Ex,Gd,BuiltIn,2003.0,Fin,3,726,WD,Normal,412500
162,20,NridgHt,7,2005,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Mn,BLQ,1541,Ex,1541,1541,Gd,Gd,Attchd,2005.0,RFn,2,532,New,Partial,220000
163,45,OldTown,4,1956,1956,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,882,Ex,882,882,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,103200
164,40,OldTown,6,1926,2004,MetalSd,MetalSd,None,TA,BrkTil,TA,Mn,LwQ,1149,Gd,1149,1616,Gd,NoFireplace,Detchd,1926.0,Unf,1,216,WD,Normal,152000
165,190,Edwards,5,1940,1999,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,ALQ,644,Gd,808,1355,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,127500
166,20,ClearCr,5,1955,1993,Wd Sdng,Wd Sdng,None,Gd,CBlock,TA,No,LwQ,1617,Ex,1867,1867,TA,Gd,Attchd,1955.0,Fin,1,303,COD,Normal,190000
167,60,NridgHt,8,2007,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,No,GLQ,1582,Ex,1610,2161,Ex,Gd,Attchd,2007.0,Fin,3,789,New,Partial,325624
168,60,Gilbert,7,2004,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,840,Ex,840,1720,Gd,Gd,Attchd,2004.0,Fin,2,440,WD,Normal,183500
169,20,Timber,8,1981,1981,Plywood,Plywood,BrkFace,Gd,CBlock,Gd,No,Unf,1686,TA,1707,1707,TA,TA,Attchd,1981.0,RFn,2,511,WD,Normal,228000
170,50,OldTown,5,1941,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,720,TA,854,1382,TA,NoFireplace,Detchd,1991.0,Unf,2,660,WD,Normal,128500
171,20,NAmes,6,1960,1960,BrkFace,Plywood,Stone,TA,CBlock,TA,Gd,BLQ,1080,Fa,1656,1656,TA,Gd,Attchd,1960.0,Fin,2,528,WD,Normal,215000
172,160,StoneBr,7,1987,1987,HdBoard,HdBoard,None,Gd,PConc,Gd,No,GLQ,1064,Gd,1064,1767,Gd,TA,Attchd,1987.0,RFn,2,504,WD,Normal,239000
173,20,NAmes,6,1961,1961,WdShing,Wd Shng,BrkCmn,TA,CBlock,TA,No,ALQ,1362,TA,1362,1362,TA,TA,Attchd,1961.0,Unf,2,504,COD,Normal,163000
174,20,Timber,6,1986,1986,VinylSd,Plywood,Stone,TA,CBlock,Gd,No,ALQ,1606,TA,1651,1651,TA,TA,Attchd,1986.0,Fin,2,616,WD,Normal,184000
175,20,Edwards,6,1950,2001,WdShing,Wd Shng,None,TA,CBlock,TA,Av,ALQ,1202,TA,2158,2158,Gd,Gd,Attchd,1950.0,Unf,2,576,WD,Normal,243000
176,60,ClearCr,6,1988,1989,Plywood,Plywood,BrkFace,Gd,PConc,Gd,No,GLQ,1151,TA,1164,2060,TA,TA,Attchd,1988.0,Unf,2,521,WD,Normal,211000
177,50,Sawyer,5,1958,1958,MetalSd,MetalSd,None,Gd,CBlock,TA,No,ALQ,1052,Ex,1252,1920,Gd,Gd,Attchd,1958.0,Unf,2,451,WD,Normal,172500
178,30,OldTown,5,1923,2006,Wd Sdng,Wd Sdng,None,Gd,CBlock,TA,No,Unf,968,TA,968,968,TA,NoFireplace,Detchd,1935.0,Unf,2,480,WD,Normal,100000
179,160,Somerst,6,2000,2000,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,No,GLQ,756,Ex,769,1525,Gd,TA,Detchd,2000.0,Unf,2,440,WD,Normal,177000
180,70,Crawfor,7,1920,1950,Stucco,Stucco,None,TA,BrkTil,Fa,No,LwQ,793,Gd,901,1802,TA,Gd,Detchd,1920.0,Unf,1,216,WD,Normal,200100
181,20,Edwards,5,1957,2006,Wd Sdng,Wd Sdng,BrkFace,TA,PConc,NoBsmt,NoBsmt,NoBsmt,0,Ex,1340,1340,TA,Gd,Attchd,1957.0,RFn,1,252,WD,Normal,120000
182,50,OldTown,7,2003,2003,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,1362,Ex,1362,2082,Gd,NoFireplace,Detchd,2003.0,Unf,2,484,WD,Normal,200000
183,50,BrkSide,5,1908,1991,AsbShng,Plywood,None,TA,PConc,Fa,No,Unf,504,Gd,936,1252,TA,NoFireplace,Attchd,1986.0,Unf,2,576,WD,Normal,127000
184,75,OldTown,10,1892,1993,Wd Sdng,Wd Sdng,None,Gd,BrkTil,TA,Mn,Unf,1107,Ex,1518,3608,Ex,TA,Detchd,1993.0,Unf,3,840,WD,Normal,475000
185,80,Mitchel,7,1990,1991,HdBoard,HdBoard,None,TA,PConc,Gd,Av,GLQ,1188,Ex,1217,1217,Gd,NoFireplace,Attchd,1990.0,Unf,2,497,WD,Normal,173000
186,50,OldTown,5,1916,1987,HdBoard,HdBoard,None,TA,CBlock,Fa,No,Unf,660,Ex,808,1656,TA,NoFireplace,Detchd,1916.0,Unf,1,180,WD,Normal,135000
187,90,SawyerW,5,1979,1979,Plywood,Plywood,Stone,TA,CBlock,Gd,Av,GLQ,1086,TA,1224,1224,TA,TA,Detchd,1979.0,Unf,2,528,WD,Alloca,153337
188,120,StoneBr,8,2001,2002,CemntBd,CmentBd,None,Gd,PConc,Ex,Av,GLQ,1593,Ex,1593,1593,Ex,Gd,Attchd,2001.0,Fin,2,682,WD,Normal,286000
189,70,Crawfor,8,1932,1994,BrkFace,BrkFace,None,Gd,CBlock,Gd,No,Rec,853,TA,1549,2727,Gd,TA,Detchd,1932.0,Unf,2,440,WD,Normal,315000
190,60,NAmes,7,1972,2004,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,ALQ,725,Gd,725,1479,Gd,NoFireplace,Attchd,1972.0,Fin,2,484,WD,Normal,184000
191,20,CollgCr,7,1999,1999,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,GLQ,1431,Ex,1431,1431,Gd,NoFireplace,Attchd,1999.0,Fin,2,666,WD,Normal,192000
192,160,Edwards,7,2004,2004,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,970,Ex,970,1709,Gd,NoFireplace,Detchd,2004.0,Unf,2,380,WD,Normal,130000
193,20,CollgCr,5,1972,1972,HdBoard,HdBoard,None,TA,CBlock,TA,Av,ALQ,864,TA,864,864,TA,NoFireplace,Detchd,1989.0,Unf,1,352,WD,Normal,127000
194,160,NPkVill,6,1976,1976,Plywood,Brk Cmn,None,TA,CBlock,Gd,No,ALQ,855,TA,855,1456,TA,TA,Attchd,1976.0,Unf,2,440,WD,Normal,148500
195,20,Somerst,7,2007,2007,CemntBd,CmentBd,Stone,Ex,PConc,Ex,No,GLQ,1726,Ex,1726,1726,Ex,Gd,Attchd,2007.0,Fin,3,786,New,Partial,311872
196,75,NAmes,8,1918,1990,Stucco,Stucco,None,Gd,PConc,TA,No,GLQ,1360,Gd,1360,3112,Gd,Ex,Detchd,1918.0,Unf,2,795,WD,Abnorml,235000
197,75,OldTown,6,1912,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Unf,755,Ex,929,2229,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Abnorml,104000
198,20,NridgHt,8,2004,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Av,GLQ,1713,Ex,1713,1713,Ex,Gd,Attchd,2004.0,Fin,3,856,WD,Normal,274900
199,20,Edwards,4,2003,2004,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,1121,Ex,1121,1121,TA,NoFireplace,Attchd,2003.0,RFn,2,440,WD,Normal,140000
200,20,Mitchel,6,1977,1977,Plywood,Plywood,None,TA,CBlock,TA,No,ALQ,1196,TA,1279,1279,TA,Fa,Detchd,1980.0,Unf,2,473,WD,Normal,171500
201,50,OldTown,6,1924,1950,MetalSd,MetalSd,None,TA,BrkTil,Fa,No,LwQ,617,Gd,865,1310,TA,NoFireplace,Attchd,1924.0,Unf,1,398,COD,Normal,112000
202,120,CollgCr,6,2004,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,848,Ex,848,848,Gd,Gd,Attchd,2004.0,RFn,2,420,WD,Normal,149000
203,50,OldTown,5,1947,1950,AsbShng,AsbShng,None,TA,CBlock,TA,No,LwQ,720,TA,720,1284,TA,NoFireplace,Detchd,1948.0,Unf,1,240,WD,Normal,110000
204,20,Gilbert,7,1990,1990,HdBoard,HdBoard,None,TA,PConc,Gd,No,Unf,1424,Ex,1442,1442,TA,NoFireplace,Attchd,1990.0,RFn,2,500,WD,Normal,180500
205,20,Sawyer,5,1962,1962,HdBoard,HdBoard,None,TA,CBlock,TA,No,Unf,1140,TA,1696,1696,TA,TA,Attchd,1962.0,RFn,1,349,WD,Normal,143900
206,20,NAmes,4,1960,1960,Wd Sdng,Wd Sdng,None,TA,PConc,TA,No,ALQ,1100,TA,1100,1100,TA,Po,Attchd,1960.0,RFn,1,312,WD,Normal,141000
207,60,SawyerW,7,1988,1989,Plywood,Plywood,BrkFace,Gd,CBlock,Gd,Gd,GLQ,1157,Ex,1180,2062,TA,Gd,Attchd,1988.0,Fin,2,454,WD,Normal,277000
208,20,NAmes,6,1964,1964,HdBoard,HdBoard,Stone,TA,CBlock,Gd,No,Rec,1092,Ex,1092,1092,TA,NoFireplace,Attchd,1964.0,RFn,2,504,WD,Normal,145000
209,30,Edwards,5,1925,1950,Stucco,Stucco,None,TA,CBlock,TA,No,Rec,864,TA,864,864,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,98000
210,20,Edwards,6,2009,2009,VinylSd,VinylSd,None,TA,PConc,Gd,Mn,GLQ,1212,Ex,1212,1212,Gd,NoFireplace,Attchd,2009.0,RFn,2,460,WD,Normal,186000
211,60,Somerst,7,2009,2009,VinylSd,VinylSd,None,TA,PConc,Gd,No,GLQ,900,Ex,932,1852,Gd,TA,Attchd,2009.0,RFn,2,644,New,Partial,252678
212,20,CollgCr,5,1995,1995,VinylSd,VinylSd,None,TA,PConc,Gd,No,ALQ,990,Ex,990,990,TA,NoFireplace,Attchd,1996.0,Unf,2,576,WD,Normal,156000
213,60,CollgCr,6,1977,1977,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,GLQ,689,Ex,689,1392,TA,NoFireplace,Attchd,1977.0,Fin,1,299,WD,Normal,161750
214,20,NAmes,5,1957,1996,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,BLQ,1070,TA,1236,1236,Gd,Fa,Attchd,1957.0,Unf,1,447,WD,Normal,134450
215,20,CollgCr,7,2004,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Mn,GLQ,1436,Ex,1436,1436,Gd,NoFireplace,Attchd,2004.0,Unf,2,484,WD,Normal,210000
216,70,OldTown,4,1925,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,686,Fa,810,1328,TA,NoFireplace,Detchd,1940.0,Unf,1,210,WD,Family,107000
217,50,Crawfor,7,1939,2006,VinylSd,VinylSd,BrkFace,Gd,CBlock,TA,No,BLQ,798,Ex,1137,1954,Gd,TA,Attchd,1939.0,Unf,2,431,WD,Normal,311500
218,120,Blmngtn,7,2005,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1248,Ex,1248,1248,Gd,NoFireplace,Attchd,2005.0,Fin,2,438,New,Partial,167240
219,20,CollgCr,7,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,Mn,Unf,1498,Ex,1498,1498,Gd,NoFireplace,Attchd,2006.0,RFn,2,675,New,Partial,204900
220,60,Gilbert,6,2002,2002,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,1010,Ex,1010,2267,Gd,TA,BuiltIn,2002.0,RFn,2,390,ConLI,Normal,200000
221,60,NWAmes,6,1975,1975,VinylSd,VinylSd,None,TA,CBlock,Gd,No,ALQ,713,TA,811,1552,TA,TA,Attchd,1975.0,RFn,2,434,WD,Normal,179900
222,20,NAmes,4,1971,1971,HdBoard,HdBoard,None,TA,CBlock,TA,No,ALQ,864,Gd,864,864,TA,NoFireplace,Detchd,1989.0,Unf,2,576,WD,Abnorml,97000
223,20,NridgHt,10,2003,2003,VinylSd,VinylSd,BrkFace,Ex,PConc,Ex,Gd,GLQ,2392,Ex,2392,2392,Ex,Ex,Attchd,2003.0,Fin,3,968,WD,Normal,386250
224,160,BrDale,5,1971,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Unf,630,TA,630,1302,TA,NoFireplace,Detchd,1991.0,Unf,1,280,COD,Abnorml,112000
225,60,NoRidge,7,1995,1995,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1203,Ex,1214,2520,Gd,TA,Attchd,1995.0,RFn,3,721,WD,Abnorml,290000
226,160,BrDale,6,1970,1970,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Rec,483,TA,483,987,TA,NoFireplace,Detchd,1987.0,Unf,1,280,WD,Normal,106000
227,20,Sawyer,5,1967,1967,HdBoard,HdBoard,None,TA,CBlock,TA,No,ALQ,912,TA,912,912,TA,Fa,Detchd,1974.0,Unf,1,336,WD,Normal,125000
228,120,Blmngtn,7,2005,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1373,Ex,1555,1555,Gd,TA,Attchd,2005.0,Fin,2,430,WD,Normal,192500
229,20,NAmes,6,1959,1959,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,Unf,1194,TA,1194,1194,TA,NoFireplace,Attchd,1959.0,RFn,1,312,WD,Normal,148000
230,60,NoRidge,8,1995,1996,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1462,Ex,1490,2794,Ex,TA,Attchd,1995.0,Fin,3,810,WD,Normal,403000
231,160,BrDale,6,1972,1972,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Unf,483,TA,483,987,TA,Po,Attchd,1972.0,Unf,1,288,WD,Normal,94500
232,20,CollgCr,5,1976,1976,HdBoard,HdBoard,None,TA,CBlock,TA,Av,LwQ,894,TA,894,894,TA,NoFireplace,Attchd,1976.0,Unf,1,308,WD,Normal,128200
233,60,Gilbert,6,2002,2002,VinylSd,VinylSd,,Gd,PConc,Gd,No,GLQ,860,Ex,860,1960,Gd,TA,BuiltIn,2002.0,Fin,2,440,WD,Normal,216500
234,160,BrDale,6,1971,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,ALQ,483,TA,483,987,TA,NoFireplace,Detchd,1971.0,Unf,1,264,WD,Normal,89500
235,20,CollgCr,7,2004,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1414,Ex,1414,1414,Gd,NoFireplace,Attchd,2004.0,RFn,2,494,WD,Normal,185500
236,60,SawyerW,7,1993,2003,HdBoard,HdBoard,None,Gd,PConc,Gd,No,BLQ,996,Ex,1014,1744,Gd,NoFireplace,Attchd,1993.0,RFn,2,457,WD,Normal,194500
237,20,NridgHt,8,2007,2007,VinylSd,VinylSd,BrkFace,Ex,PConc,Ex,No,Unf,1694,Ex,1694,1694,Gd,NoFireplace,Attchd,2007.0,Fin,3,818,New,Partial,318000
238,50,Edwards,6,1945,1950,VinylSd,VinylSd,None,TA,CBlock,TA,No,LwQ,735,TA,798,1487,TA,Gd,Detchd,1949.0,Unf,1,220,WD,Normal,113000
239,20,Somerst,8,2008,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Av,GLQ,1566,Ex,1566,1566,Gd,NoFireplace,Attchd,2008.0,RFn,2,750,WD,Normal,262500
240,30,OldTown,5,1945,1997,VinylSd,VinylSd,None,TA,CBlock,TA,No,ALQ,686,Gd,866,866,Gd,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,110500
241,50,OldTown,5,1900,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,540,Gd,889,1440,TA,NoFireplace,Attchd,1940.0,Unf,1,352,WD,Normal,79000
242,160,SawyerW,6,1980,1980,Plywood,Plywood,None,TA,CBlock,Gd,No,Unf,626,TA,626,1217,TA,TA,Attchd,1980.0,RFn,1,288,WD,Normal,120000
243,60,SawyerW,7,1994,2002,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,948,Ex,1222,2110,Gd,Fa,Attchd,1994.0,RFn,2,463,WD,Normal,205000
244,20,NWAmes,7,1988,1988,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,Gd,Av,GLQ,1845,Gd,1872,1872,TA,TA,Attchd,1988.0,Fin,2,604,WD,Normal,241500
245,190,OldTown,6,1910,1950,AsbShng,AsbShng,None,TA,Stone,Fa,No,Unf,1020,Gd,908,1928,Fa,NoFireplace,Detchd,1910.0,Unf,1,440,WD,Normal,137000
246,20,NAmes,6,1954,1954,Wd Sdng,BrkFace,None,TA,CBlock,TA,No,Unf,1367,Ex,1375,1375,TA,TA,Attchd,1954.0,Unf,2,451,WD,Normal,140000
247,60,CollgCr,7,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,840,Ex,840,1668,Gd,NoFireplace,Attchd,2003.0,RFn,2,500,WD,Normal,180000
248,50,ClearCr,6,1958,2006,Wd Sdng,HdBoard,BrkCmn,Gd,CBlock,Gd,Gd,Rec,1444,Gd,1444,2144,Gd,TA,Attchd,1958.0,Fin,2,389,WD,Normal,277000
249,30,BrkSide,3,1940,1966,Wd Sdng,Plywood,None,TA,CBlock,TA,No,Unf,728,Ex,1306,1306,Fa,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,76500
250,120,Crawfor,8,2006,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Gd,GLQ,1573,Ex,1625,1625,Gd,Gd,Attchd,2006.0,Fin,2,538,WD,Family,235000
251,60,SawyerW,6,2004,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,798,Ex,798,1640,Gd,NoFireplace,Attchd,2004.0,RFn,2,520,WD,Normal,173000
252,80,NAmes,6,1964,1991,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,Gd,LwQ,1302,Ex,1302,1302,Gd,NoFireplace,Attchd,1964.0,RFn,1,309,CWD,Normal,158000
253,20,NAmes,5,1957,1957,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,1314,TA,1314,1314,TA,NoFireplace,Attchd,1957.0,RFn,1,294,WD,Normal,145000
254,60,Gilbert,7,1999,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,975,Ex,1005,2291,Gd,TA,BuiltIn,1999.0,Fin,2,429,WD,Normal,230000
255,60,Somerst,6,2003,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Rec,864,Ex,864,1728,Gd,NoFireplace,Attchd,2003.0,RFn,2,673,WD,Normal,207500
256,20,CollgCr,7,2006,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,GLQ,1604,Ex,1604,1604,Gd,Gd,Attchd,2006.0,RFn,2,660,WD,Abnorml,220000
257,60,CollgCr,7,2001,2001,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,963,Ex,963,1792,Gd,TA,Attchd,2001.0,RFn,2,564,WD,Normal,231500
258,20,OldTown,5,1956,1956,BrkFace,BrkFace,None,TA,PConc,NoBsmt,NoBsmt,NoBsmt,0,Gd,882,882,TA,NoFireplace,Detchd,1956.0,Unf,1,308,WD,Normal,97000
259,80,NAmes,6,1962,1962,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,Gd,Rec,1362,TA,1382,1382,TA,TA,Attchd,1991.0,Unf,2,884,WD,Normal,176000
260,60,CollgCr,8,2007,2007,CemntBd,CmentBd,Stone,Gd,PConc,Ex,No,Unf,1482,Ex,1482,2574,Ex,Gd,BuiltIn,2007.0,Fin,3,868,New,Partial,276000
261,80,Sawyer,6,1977,1995,HdBoard,Plywood,BrkFace,TA,CBlock,Gd,Av,ALQ,506,TA,1212,1212,TA,TA,Attchd,1978.0,Unf,2,492,WD,Normal,151000
262,50,OldTown,5,1929,2001,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,LwQ,926,TA,926,1316,TA,NoFireplace,Detchd,1974.0,Unf,2,484,WD,Normal,130000
263,30,OldTown,5,1925,2004,Wd Sdng,Wd Sdng,None,TA,BrkTil,Fa,No,Unf,680,Gd,764,764,TA,NoFireplace,Detchd,1965.0,Unf,2,504,WD,Normal,73000
264,20,NWAmes,6,1981,1981,MetalSd,MetalSd,BrkFace,TA,CBlock,Gd,No,GLQ,1422,TA,1422,1422,Gd,TA,Attchd,1981.0,Fin,2,576,WD,Normal,175500
265,60,Gilbert,6,1997,1997,VinylSd,VinylSd,None,TA,PConc,Gd,Av,GLQ,802,Gd,802,1511,TA,TA,Attchd,1997.0,Fin,2,413,WD,Normal,185000
266,75,SWISU,5,1939,1997,Wd Sdng,Wd Sdng,None,TA,PConc,TA,No,LwQ,720,Ex,1052,2192,Gd,Gd,Detchd,1939.0,Unf,1,240,WD,Normal,179500
267,30,IDOTRR,5,1940,1955,VinylSd,VinylSd,None,TA,CBlock,TA,No,ALQ,740,Ex,778,778,TA,Gd,Detchd,1966.0,Fin,1,924,WD,Normal,120500
268,20,Edwards,6,1976,1976,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,BLQ,1143,TA,1113,1113,TA,Fa,Attchd,1987.0,RFn,1,504,WD,Normal,148000
269,60,Somerst,8,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,Mn,Unf,1095,Gd,1095,1939,Gd,Gd,Attchd,2006.0,RFn,3,1053,New,Partial,266000
270,20,ClearCr,7,1954,2005,Plywood,Plywood,None,TA,CBlock,Gd,Gd,LwQ,1385,Ex,1363,1363,TA,TA,Attchd,1954.0,Unf,2,439,WD,Normal,241500
