MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,0,318,1057,GasA,Ex,Y,SBrkr,1057,0,2034,0,2,3,1,Gd,8,Typ,NoFireplace,Attchd,RFn,2,645,TA,TA,Y,0,0,0,0,GdPrv,0,WD,Normal,219500
60,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,0,2473,0,2,4,1,Gd,9,Typ,Gd,BuiltIn,RFn,3,852,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,317000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,2207,0,2,3,1,TA,7,Min1,Gd,Attchd,RFn,2,576,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,180000
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,1479,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,2,558,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,226000
30,RM,NoAlley,Reg,Lvl,Corner,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,0,747,747,GasA,TA,Y,SBrkr,747,0,747,0,1,2,1,TA,4,Typ,NoFireplace,Attchd,Unf,1,220,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,80000
50,RL,NoAlley,Reg,Lvl,Corner,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,0,701,1304,GasW,TA,Y,SBrkr,1304,0,2287,0,2,3,1,TA,7,Typ,TA,Attchd,Fin,2,667,TA,TA,Y,114,0,0,0,NoFence,0,WD,Normal,225000
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,2223,0,2,3,1,TA,8,Typ,Gd,Attchd,Fin,2,516,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,244000
20,RL,NoAlley,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,0,280,845,GasA,TA,Y,SBrkr,845,0,845,0,1,2,1,TA,4,Typ,NoFireplace,Detchd,Unf,2,360,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,129500
60,RL,NoAlley,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,832,832,GasA,Gd,Y,SBrkr,885,0,1718,0,2,3,1,TA,7,Typ,TA,Attchd,Fin,2,427,TA,TA,Y,0,0,291,0,NoFence,0,WD,Normal,185000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,1086,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,Unf,2,490,TA,TA,Y,0,0,0,0,GdWo,0,WD,Normal,144900
50,RM,NoAlley,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,0,840,840,GasA,Gd,N,SBrkr,840,0,1605,0,2,3,2,TA,8,Typ,NoFireplace,Detchd,Unf,1,379,TA,TA,Y,202,0,0,0,NoFence,0,WD,Normal,107400
180,RM,NoAlley,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,0,0,462,GasA,TA,Y,SBrkr,526,0,988,0,1,2,1,TA,5,Typ,NoFireplace,BuiltIn,Unf,1,297,TA,TA,Y,0,0,0,0,GdWo,0,WD,Normal,91000
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,0,724,952,GasA,Ex,Y,FuseA,952,0,952,0,1,2,1,TA,4,Typ,NoFireplace,Detchd,Unf,1,283,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,135750
50,RM,NoAlley,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,41,295,672,GasA,TA,Y,SBrkr,1072,0,1285,0,1,2,1,TA,6,Min1,NoFireplace,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,127000
90,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,1768,0,2,4,2,TA,8,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,NoFence,0,WD,Normal,136500
50,RM,Grvl,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,0,1230,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,2,440,TA,TA,Y,128,0,0,0,MnPrv,0,WD,Normal,110000
60,RL,NoAlley,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,0,448,896,GasA,TA,Y,SBrkr,1182,0,2142,0,2,4,1,Gd,8,Typ,Gd,Attchd,Fin,1,509,TA,TA,Y,0,0,252,0,NoFence,0,WD,Normal,193500
120,RM,NoAlley,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,1337,0,2,2,1,TA,5,Typ,NoFireplace,Attchd,Fin,2,405,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,153500
20,RL,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,1563,0,2,3,1,Gd,6,Typ,Gd,Attchd,RFn,3,758,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,245000
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,1065,0,1,3,1,TA,6,Typ,NoFireplace,Detchd,Unf,2,461,TA,TA,Y,0,0,0,0,NoFence,0,COD,Normal,126500
80,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,0,1474,0,2,3,1,TA,7,Typ,TA,BuiltIn,Fin,2,400,TA,TA,Y,0,0,0,0,NoFence,700,WD,Normal,168500
60,RL,NoAlley,Reg,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,0,2417,0,2,4,1,Gd,9,Typ,TA,Attchd,Unf,2,462,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,260000
60,RL,NoAlley,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,0,1560,0,2,3,1,Gd,6,Typ,Gd,BuiltIn,Fin,2,400,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,174000
160,FV,Pave,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,0,1224,0,2,2,1,Gd,4,Typ,NoFireplace,Detchd,RFn,2,528,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,164500
50,C (all),NoAlley,IR1,Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,513,1526,0,1,2,1,Fa,6,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,156,0,0,0,MnPrv,0,ConLD,Abnorml,85000
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,0,402,990,GasA,Ex,Y,SBrkr,990,0,990,0,1,3,1,TA,5,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,NoFence,0,WD,Normal,123600
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,GasA,TA,Y,FuseA,1040,0,1040,0,1,2,1,TA,4,Typ,NoFireplace,Detchd,Unf,2,420,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,109900
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,0,635,1235,GasA,TA,Y,SBrkr,1235,0,1235,0,1,2,1,TA,6,Typ,NoFireplace,Attchd,Unf,2,480,TA,TA,Y,0,0,0,0,GdWo,0,WD,Abnorml,98600
30,RL,Grvl,IR1,HLS,Inside,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,0,163,876,GasA,Ex,Y,SBrkr,964,0,964,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,2,432,TA,TA,Y,44,0,0,0,NoFence,0,WD,Normal,163500
190,C (all),NoAlley,Reg,Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,0,168,1214,GasW,Ex,N,SBrkr,1260,0,2291,1,2,4,2,TA,9,Typ,Gd,Detchd,Unf,2,506,TA,TA,Y,0,0,99,0,NoFence,0,WD,Normal,133900
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,0,176,824,GasA,Ex,Y,SBrkr,905,0,1786,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,2,684,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,204750
60,RL,NoAlley,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,0,370,680,GasA,Gd,Y,SBrkr,680,0,1470,0,2,3,1,TA,6,Typ,TA,BuiltIn,Fin,2,420,TA,TA,Y,0,0,0,0,NoFence,480,WD,Normal,185000
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,1588,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,472,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,214000
20,RL,NoAlley,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,0,440,960,GasA,TA,Y,FuseF,960,0,960,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,Fin,1,432,TA,TA,P,0,0,0,0,NoFence,0,WD,Normal,94750
30,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,0,350,458,GasA,Fa,N,SBrkr,835,0,835,0,1,2,1,TA,5,Typ,NoFireplace,Basment,Unf,1,366,Fa,TA,Y,77,0,0,0,NoFence,400,COD,Abnorml,83000
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,0,381,950,GasA,Fa,Y,SBrkr,1225,0,1225,0,1,3,1,TA,6,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,NoFence,400,WD,Normal,128950
20,RL,NoAlley,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,1610,0,2,3,1,Gd,6,Typ,TA,Attchd,RFn,2,480,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,205000
60,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,0,741,741,GasA,TA,Y,SBrkr,977,0,1732,0,2,3,1,Gd,7,Typ,TA,Attchd,Fin,2,476,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,178000
90,RL,NoAlley,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,GasA,TA,Y,SBrkr,1535,0,1535,0,2,4,2,TA,8,Typ,NoFireplace,Attchd,Unf,2,410,TA,TA,Y,0,0,0,0,NoFence,0,WD,Alloca,118964
20,RL,NoAlley,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,1226,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,3,740,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,198900
50,RM,NoAlley,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,0,816,1040,GasA,Ex,Y,FuseF,1226,0,1818,0,1,4,1,TA,7,Typ,TA,Detchd,Unf,1,240,TA,TA,Y,0,0,184,0,NoFence,0,WD,Normal,169500
60,FV,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,1053,0,1992,0,2,3,1,Gd,9,Typ,Gd,Attchd,RFn,2,648,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,250000
30,RM,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,0,641,641,GasA,Gd,Y,SBrkr,1047,0,1047,0,1,2,1,TA,6,Typ,NoFireplace,Detchd,Unf,1,273,Fa,Fa,N,0,0,0,0,NoFence,450,WD,Normal,100000
20,RM,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,789,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,1,250,TA,TA,Y,0,0,0,0,NoFence,0,WD,Partial,115000
50,RM,NoAlley,Reg,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,0,793,793,GasW,TA,N,FuseF,997,0,1517,0,2,3,1,Fa,7,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,144,0,0,0,NoFence,0,WD,Normal,115000
20,RL,NoAlley,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,0,1139,1844,GasA,Ex,Y,SBrkr,1844,0,1844,0,2,3,1,TA,7,Typ,TA,Attchd,RFn,2,546,TA,TA,Y,0,0,0,0,MnPrv,0,COD,Normal,190000
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,0,550,994,GasA,Gd,Y,SBrkr,1216,0,1855,0,2,4,1,TA,7,Typ,NoFireplace,Attchd,Unf,1,325,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,136900
80,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,0,134,384,GasA,Ex,Y,SBrkr,774,0,1430,0,2,3,1,TA,7,Typ,TA,BuiltIn,Fin,2,400,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,180000
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,0,280,1264,GasA,Ex,Y,SBrkr,1282,0,2696,0,2,4,1,Ex,10,Typ,Gd,BuiltIn,Fin,3,792,TA,TA,Y,0,0,168,0,NoFence,0,New,Partial,383970
20,RL,NoAlley,Reg,Bnk,Corner,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,869,905,1809,GasA,TA,Y,SBrkr,2259,0,2259,0,2,3,1,Gd,7,Typ,Gd,Basment,Unf,2,450,TA,TA,Y,192,0,0,0,MnPrv,0,COD,Abnorml,217000
70,RL,NoAlley,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,150,104,1028,GasA,Ex,Y,SBrkr,1436,0,2320,0,2,3,1,Gd,9,Typ,TA,Detchd,Unf,1,180,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,259500
160,FV,Pave,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,0,310,729,GasA,Gd,Y,SBrkr,729,0,1458,0,2,2,1,TA,5,Typ,Fa,Detchd,Unf,2,440,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,176000
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,670,252,1092,GasA,TA,Y,SBrkr,1092,0,1092,1,1,3,1,TA,6,Typ,Po,Attchd,Unf,1,288,TA,TA,Y,144,0,0,0,NoFence,0,WD,Normal,139000
20,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0,1125,1125,GasA,Gd,Y,SBrkr,1125,0,1125,0,1,2,1,TA,5,Typ,NoFireplace,Attchd,Unf,2,430,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,155000
60,RL,NoAlley,Reg,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Mn,GLQ,0,203,1673,GasA,Gd,Y,SBrkr,1699,0,3222,0,3,5,1,Gd,11,Typ,TA,Attchd,Unf,3,594,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,320000
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,0,1456,0,2,3,1,Gd,8,Typ,Gd,Attchd,Fin,2,390,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,163990
80,RL,NoAlley,IR1,Low,CulDSac,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,0,0,938,GasA,Ex,Y,SBrkr,988,0,988,0,1,1,1,TA,4,Typ,TA,Attchd,Unf,2,540,TA,TA,Y,0,130,0,0,NoFence,0,WD,Normal,180000
50,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,0,732,732,GasA,Gd,Y,SBrkr,772,0,1123,0,1,3,1,TA,4,Typ,NoFireplace,Detchd,Unf,1,264,TA,TA,P,140,0,0,0,MnPrv,0,WD,Normal,100000
20,RL,NoAlley,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,0,510,1080,GasA,Gd,Y,SBrkr,1080,0,1080,0,1,3,1,TA,5,Typ,NoFireplace,Attchd,Unf,1,288,TA,TA,Y,0,0,130,0,NoFence,0,WD,Normal,136000
120,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,0,899,1199,GasA,Ex,Y,SBrkr,1199,0,1199,0,2,2,1,Gd,5,Typ,NoFireplace,Attchd,RFn,2,530,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,153900
20,RL,NoAlley,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,0,1362,1362,GasA,TA,Y,SBrkr,1586,0,1586,0,2,3,1,TA,7,Typ,TA,Attchd,Unf,2,435,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,181000
190,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Av,GLQ,0,30,520,GasA,Gd,N,SBrkr,520,234,754,0,1,2,1,TA,5,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,0,0,0,NoFence,0,WD,Normal,84500
120,RL,NoAlley,IR1,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,0,958,1078,GasA,TA,Y,SBrkr,958,0,958,0,2,2,1,TA,5,Typ,TA,Attchd,RFn,2,440,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,128000
45,RM,NoAlley,IR1,Bnk,Inside,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,LwQ,0,556,672,GasA,Ex,Y,SBrkr,840,0,840,0,1,3,1,TA,5,Typ,TA,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,0,0,0,NoFence,0,WD,Normal,87000
60,RL,NoAlley,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,0,148,660,GasA,TA,Y,SBrkr,660,0,1348,0,1,3,1,TA,6,Typ,Fa,Attchd,RFn,2,453,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,155000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,28,413,1008,GasA,TA,Y,FuseA,1053,0,1053,1,1,3,1,Ex,6,Typ,NoFireplace,2Types,RFn,2,750,TA,TA,Y,0,180,0,0,MnWw,0,WD,Abnorml,150000
